"id","category_id","entry_date","account_id","item_id","quantity","unit_price","total_amount","value","user_id","financial_year","unit_id","journal_id","type","createdAt","updatedAt"
158,18,"2024-05-15T00:00:00.000Z",271,10,"1","1390.04","1640.2472","1390.04",9,"2024-2025",12,158,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
159,18,"2024-05-15T00:00:00.000Z",211,10,"1","1234.55","1456.769","1234.55",9,"2024-2025",12,159,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
160,18,"2024-05-15T00:00:00.000Z",272,10,"1","1491.45","1759.911","1491.45",9,"2024-2025",12,160,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
161,18,"2024-05-15T00:00:00.000Z",197,10,"1","5078.77","5992.948600000001","5078.77",9,"2024-2025",12,161,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
162,18,"2024-05-15T00:00:00.000Z",198,10,"1","2875.74","3393.3731999999995","2875.74",9,"2024-2025",12,162,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
163,18,"2024-05-15T00:00:00.000Z",202,10,"1","1639.67","1934.8106","1639.67",9,"2024-2025",12,163,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
164,18,"2024-05-15T00:00:00.000Z",273,10,"1","4769.55","5628.069","4769.55",9,"2024-2025",12,164,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
165,18,"2024-05-15T00:00:00.000Z",274,10,"1","1565.57","1847.3726","1565.57",9,"2024-2025",12,165,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
167,18,"2024-05-15T00:00:00.000Z",262,10,"1","4403.5","5196.13","4403.50",9,"2024-2025",12,167,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
166,18,"2024-05-15T00:00:00.000Z",263,10,"1","4089.09","4825.126200000001","4089.09",9,"2024-2025",12,166,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
168,18,"2024-05-15T00:00:00.000Z",242,10,"1","836.75","987.365","836.75",9,"2024-2025",12,168,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
169,18,"2024-05-15T00:00:00.000Z",202,10,"1","1525.42","1799.9956000000002","1525.42",9,"2024-2025",12,169,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
171,17,"2024-05-15T00:00:00.000Z",275,9,"1","6010.54","6731.8048","6010.54",9,"2024-2025",12,171,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
172,19,"2024-05-15T00:00:00.000Z",230,11,"1","7020","7020","7020.00",9,"2024-2025",12,172,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
173,16,"2024-05-15T00:00:00.000Z",230,8,"1","3047.62","3200.0009999999997","3047.62",9,"2024-2025",12,173,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
174,18,"2024-05-15T00:00:00.000Z",230,10,"1","1174.68","1386.1224000000002","1174.68",9,"2024-2025",12,174,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
175,17,"2024-05-16T00:00:00.000Z",276,9,"1","338.04","378.6048","338.04",9,"2024-2025",12,175,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
176,18,"2024-05-16T00:00:00.000Z",276,10,"1","2983.76","3520.8368","2983.76",9,"2024-2025",12,176,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
177,18,"2024-05-16T00:00:00.000Z",224,10,"1","3035.42","3581.7956","3035.42",9,"2024-2025",12,177,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
178,17,"2024-05-16T00:00:00.000Z",216,9,"1","2262.13","2533.5856000000003","2262.13",9,"2024-2025",12,178,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
179,18,"2024-05-16T00:00:00.000Z",216,10,"1","3093.44","3650.2592","3093.44",9,"2024-2025",12,179,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
180,18,"2024-05-16T00:00:00.000Z",280,10,"1","3770.57","4449.2726","3770.57",9,"2024-2025",12,180,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
181,18,"2024-05-16T00:00:00.000Z",282,10,"1","2659.64","3138.3752","2659.64",9,"2024-2025",12,181,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
182,18,"2024-05-16T00:00:00.000Z",257,10,"1","23984.78","28302.040399999998","23984.78",9,"2024-2025",12,182,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
183,18,"2024-05-16T00:00:00.000Z",281,10,"1","793.22","935.9996000000001","793.22",9,"2024-2025",12,183,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
184,18,"2024-05-16T00:00:00.000Z",282,10,"1","13900.26","16402.3068","13900.26",9,"2024-2025",12,184,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
185,18,"2024-05-16T00:00:00.000Z",283,10,"1","3425.93","4042.5973999999997","3425.93",9,"2024-2025",12,185,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
186,16,"2024-05-16T00:00:00.000Z",276,8,"1","486.86","511.20300000000003","486.86",9,"2024-2025",12,186,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
187,16,"2024-05-16T00:00:00.000Z",213,8,"1","800","840","800.00",9,"2024-2025",12,187,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
188,18,"2024-05-16T00:00:00.000Z",213,10,"1","923.73","1090.0014","923.73",9,"2024-2025",12,188,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
189,18,"2024-05-16T00:00:00.000Z",231,10,"1","2025.76","2390.3968","2025.76",9,"2024-2025",12,189,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
190,16,"2024-05-16T00:00:00.000Z",224,8,"1","486.86","511.20300000000003","486.86",9,"2024-2025",12,190,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
191,18,"2024-05-16T00:00:00.000Z",254,10,"1","4252.51","5017.9618","4252.51",9,"2024-2025",12,191,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
192,18,"2024-05-16T00:00:00.000Z",230,10,"1","176.94","208.7892","176.94",9,"2024-2025",12,192,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
193,16,"2024-05-16T00:00:00.000Z",233,8,"1","486.86","511.20300000000003","486.86",9,"2024-2025",12,193,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
195,17,"2024-05-16T00:00:00.000Z",244,9,"1","760.22","851.4464","760.22",9,"2024-2025",12,195,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
196,17,"2024-05-16T00:00:00.000Z",284,9,"1","1567.48","1755.5776","1567.48",9,"2024-2025",12,196,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
197,18,"2024-05-16T00:00:00.000Z",284,10,"1","2342.47","2764.1146","2342.47",9,"2024-2025",12,197,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
198,18,"2024-05-16T00:00:00.000Z",252,10,"1","2538.31","2995.2057999999997","2538.31",9,"2024-2025",12,198,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
199,18,"2024-05-16T00:00:00.000Z",202,10,"1","849.43","1002.3273999999999","849.43",9,"2024-2025",12,199,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
200,17,"2024-05-16T00:00:00.000Z",202,9,"1","4545.56","5091.0272","4545.56",9,"2024-2025",12,200,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
201,18,"2024-05-16T00:00:00.000Z",204,10,"1","700.42","826.4956","700.42",9,"2024-2025",12,201,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
202,18,"2024-05-16T00:00:00.000Z",287,10,"1","4692.2","5536.795999999999","4692.20",9,"2024-2025",12,202,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
203,18,"2024-05-17T00:00:00.000Z",242,10,"1","3324.6","3923.028","3324.60",9,"2024-2025",12,203,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
204,18,"2024-05-17T00:00:00.000Z",249,10,"1","1562.03","1843.1954","1562.03",9,"2024-2025",12,204,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
205,16,"2024-05-17T00:00:00.000Z",288,8,"1","1794.29","1884.0045","1794.29",9,"2024-2025",12,205,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
206,16,"2024-05-17T00:00:00.000Z",234,8,"1","3738.1","3925.005","3738.10",9,"2024-2025",12,206,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
207,16,"2024-05-17T00:00:00.000Z",233,8,"1","2671.43","2805.0015","2671.43",9,"2024-2025",12,207,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
208,16,"2024-05-17T00:00:00.000Z",203,8,"1","514.29","540.0045","514.29",9,"2024-2025",12,208,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
209,18,"2024-05-17T00:00:00.000Z",255,10,"1","2360.14","2784.9651999999996","2360.14",9,"2024-2025",12,209,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
210,18,"2024-05-17T00:00:00.000Z",247,10,"1","686.44","809.9992000000001","686.44",9,"2024-2025",12,210,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
211,18,"2024-05-17T00:00:00.000Z",285,10,"1","2003.39","2364.0002","2003.39",9,"2024-2025",12,211,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
212,18,"2024-05-17T00:00:00.000Z",246,10,"1","1798.38","2122.0884","1798.38",9,"2024-2025",12,212,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
213,18,"2024-05-17T00:00:00.000Z",202,10,"1","189.3","223.37400000000002","189.30",9,"2024-2025",12,213,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
214,18,"2024-05-17T00:00:00.000Z",286,10,"1","2543.13","3000.8934","2543.13",9,"2024-2025",12,214,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
215,17,"2024-05-18T00:00:00.000Z",202,9,"1","1815.23","2033.0576","1815.23",9,"2024-2025",12,215,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
216,18,"2024-05-18T00:00:00.000Z",202,10,"1","366.1","431.99800000000005","366.10",9,"2024-2025",12,216,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
217,16,"2024-05-18T00:00:00.000Z",203,8,"1","1794.29","1884.0045","1794.29",9,"2024-2025",12,217,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
218,18,"2024-05-18T00:00:00.000Z",203,10,"1","493.42","582.2356","493.42",9,"2024-2025",12,218,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
219,19,"2024-05-18T00:00:00.000Z",206,11,"1","6990","6990","6990.00",9,"2024-2025",12,219,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
220,18,"2024-05-18T00:00:00.000Z",289,10,"1","1054.98","1244.8764","1054.98",9,"2024-2025",12,220,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
221,18,"2024-05-18T00:00:00.000Z",198,10,"1","2059.15","2429.797","2059.15",9,"2024-2025",12,221,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
222,18,"2024-05-18T00:00:00.000Z",211,10,"1","3099.59","3657.5162","3099.59",9,"2024-2025",12,222,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
223,18,"2024-05-18T00:00:00.000Z",290,10,"1","27143.19","32028.9642","27143.19",9,"2024-2025",12,223,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
224,17,"2024-05-18T00:00:00.000Z",196,9,"1","585.71","655.9952000000001","585.71",9,"2024-2025",12,224,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
225,18,"2024-05-18T00:00:00.000Z",196,10,"1","2031.25","2396.875","2031.25",9,"2024-2025",12,225,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
226,17,"2024-05-18T00:00:00.000Z",277,9,"1","1818.75","2037","1818.75",9,"2024-2025",12,226,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
227,18,"2024-05-18T00:00:00.000Z",277,10,"1","5367.9","6334.121999999999","5367.90",9,"2024-2025",12,227,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
228,16,"2024-05-18T00:00:00.000Z",209,8,"1","2819.05","2960.0025","2819.05",9,"2024-2025",12,228,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
229,17,"2024-05-18T00:00:00.000Z",209,9,"1","19363.39","21686.9968","19363.39",9,"2024-2025",12,229,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
230,18,"2024-05-18T00:00:00.000Z",209,10,"1","27609.59","32579.3162","27609.59",9,"2024-2025",12,230,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
231,17,"2024-05-20T00:00:00.000Z",207,9,"1","3501.11","3921.2432","3501.11",9,"2024-2025",12,231,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
232,18,"2024-05-20T00:00:00.000Z",238,10,"1","2857.42","3371.7556","2857.42",9,"2024-2025",12,232,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
233,17,"2024-05-20T00:00:00.000Z",290,9,"1","1115.57","1249.4384","1115.57",9,"2024-2025",12,233,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
234,18,"2024-05-20T00:00:00.000Z",290,10,"1","5906.87","6970.1066","5906.87",9,"2024-2025",12,234,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
235,18,"2024-05-20T00:00:00.000Z",232,10,"1","21508.47","25379.9946","21508.47",9,"2024-2025",12,235,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
236,18,"2024-05-20T00:00:00.000Z",275,10,"1","23985.76","28303.196799999998","23985.76",9,"2024-2025",12,236,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
237,17,"2024-05-20T00:00:00.000Z",260,9,"1","1018.73","1140.9776","1018.73",9,"2024-2025",12,237,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
238,16,"2024-05-20T00:00:00.000Z",198,8,"1","3738.1","3925.005","3738.10",9,"2024-2025",12,238,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
239,18,"2024-05-20T00:00:00.000Z",295,10,"1","1545.76","1823.9968","1545.76",9,"2024-2025",12,239,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
240,16,"2024-05-20T00:00:00.000Z",263,8,"1","1333.33","1399.9965","1333.33",9,"2024-2025",12,240,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
241,18,"2024-05-20T00:00:00.000Z",275,10,"1","4381.13","5169.7334","4381.13",9,"2024-2025",12,241,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
242,18,"2024-05-20T00:00:00.000Z",291,10,"1","1559.31","1839.9858","1559.31",9,"2024-2025",12,242,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
243,16,"2024-05-21T00:00:00.000Z",230,8,"1","800","840","800.00",9,"2024-2025",12,243,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
244,18,"2024-05-21T00:00:00.000Z",230,10,"1","232.36","274.1848","232.36",9,"2024-2025",12,244,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
245,18,"2024-05-21T00:00:00.000Z",292,10,"1","896.95","1058.401","896.95",9,"2024-2025",12,245,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
246,17,"2024-05-21T00:00:00.000Z",293,9,"1","698.75","782.6","698.75",9,"2024-2025",12,246,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
247,18,"2024-05-21T00:00:00.000Z",293,10,"1","807.11","952.3898","807.11",9,"2024-2025",12,247,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
248,17,"2024-05-21T00:00:00.000Z",249,9,"1","6072.5","6801.2","6072.50",9,"2024-2025",12,248,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
249,19,"2024-05-21T00:00:00.000Z",240,11,"1","3540","3540","3540.00",9,"2024-2025",12,249,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
250,18,"2024-05-21T00:00:00.000Z",240,10,"1","845.08","997.1944000000001","845.08",9,"2024-2025",12,250,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
251,17,"2024-05-21T00:00:00.000Z",294,9,"1","1011.54","1132.9248","1011.54",9,"2024-2025",12,251,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
252,19,"2024-05-21T00:00:00.000Z",247,11,"1","3540","3540","3540.00",9,"2024-2025",12,252,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
253,18,"2024-05-21T00:00:00.000Z",239,10,"1","1578.31","1862.4058","1578.31",9,"2024-2025",12,253,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
254,16,"2024-05-21T00:00:00.000Z",296,8,"1","1438.1","1510.0049999999999","1438.10",9,"2024-2025",12,254,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
255,18,"2024-05-21T00:00:00.000Z",202,10,"1","266.25","314.175","266.25",9,"2024-2025",12,255,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
256,16,"2024-05-21T00:00:00.000Z",224,8,"1","952.38","999.999","952.38",9,"2024-2025",12,256,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
257,17,"2024-05-21T00:00:00.000Z",197,9,"1","21816.83","24434.8496","21816.83",9,"2024-2025",12,257,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
258,18,"2024-05-21T00:00:00.000Z",197,10,"1","2092.88","2469.5984000000003","2092.88",9,"2024-2025",12,258,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
259,18,"2024-05-21T00:00:00.000Z",276,10,"1","1266.1","1493.9979999999998","1266.10",9,"2024-2025",12,259,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
260,16,"2024-05-21T00:00:00.000Z",202,8,"1","1590","1669.5","1590.00",9,"2024-2025",12,260,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
261,17,"2024-05-21T00:00:00.000Z",202,9,"1","939.56","1052.3072","939.56",9,"2024-2025",12,261,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
262,18,"2024-05-21T00:00:00.000Z",202,10,"1","587.88","693.6984","587.88",9,"2024-2025",12,262,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
263,18,"2024-05-22T00:00:00.000Z",209,10,"1","10019.09","11822.5262","10019.09",9,"2024-2025",12,263,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
264,18,"2024-05-22T00:00:00.000Z",221,10,"1","1687.85","1991.663","1687.85",9,"2024-2025",12,264,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
265,18,"2024-05-22T00:00:00.000Z",280,10,"1","2974.1","3509.438","2974.10",9,"2024-2025",12,265,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
266,16,"2024-05-22T00:00:00.000Z",209,8,"1","15714.29","16500.004500000003","15714.29",9,"2024-2025",12,266,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
267,18,"2024-05-22T00:00:00.000Z",240,10,"1","2696.34","3181.6812","2696.34",9,"2024-2025",12,267,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
268,17,"2024-05-22T00:00:00.000Z",297,9,"1","1392.86","1560.0031999999999","1392.86",9,"2024-2025",12,268,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
269,19,"2024-05-22T00:00:00.000Z",298,11,"1","3540","3540","3540.00",9,"2024-2025",12,269,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
270,18,"2024-05-22T00:00:00.000Z",255,10,"1","3569.1","4211.538","3569.10",9,"2024-2025",12,270,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
271,17,"2024-05-22T00:00:00.000Z",295,9,"1","7234.5","8102.64","7234.50",9,"2024-2025",12,271,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
272,18,"2024-05-23T00:00:00.000Z",230,10,"1","2034.08","2400.2144","2034.08",9,"2024-2025",12,272,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
273,17,"2024-05-23T00:00:00.000Z",292,9,"1","1087.39","1217.8768","1087.39",9,"2024-2025",12,273,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
274,18,"2024-05-23T00:00:00.000Z",292,10,"1","1995.32","2354.4776","1995.32",9,"2024-2025",12,274,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
275,16,"2024-05-23T00:00:00.000Z",206,8,"1","6506.67","6832.0035","6506.67",9,"2024-2025",12,275,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
276,17,"2024-05-23T00:00:00.000Z",206,9,"1","1979.84","2217.4208","1979.84",9,"2024-2025",12,276,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
277,16,"2024-05-23T00:00:00.000Z",302,8,"1","26000","27300","26000.00",9,"2024-2025",12,277,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
278,18,"2024-05-23T00:00:00.000Z",299,10,"1","1093.39","1290.2002000000002","1093.39",9,"2024-2025",12,278,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
279,17,"2024-05-23T00:00:00.000Z",300,9,"1","2616.48","2930.4576","2616.48",9,"2024-2025",12,279,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
280,18,"2024-05-23T00:00:00.000Z",232,10,"1","5533.44","6529.459199999999","5533.44",9,"2024-2025",12,280,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
281,18,"2024-05-23T00:00:00.000Z",303,10,"1","1790.41","2112.6838000000002","1790.41",9,"2024-2025",12,281,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
282,18,"2024-05-23T00:00:00.000Z",234,10,"1","5234.73","6176.9814","5234.73",9,"2024-2025",12,282,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
283,18,"2024-05-23T00:00:00.000Z",223,10,"1","1883.31","2222.3058","1883.31",9,"2024-2025",12,283,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
284,17,"2024-05-23T00:00:00.000Z",197,9,"1","7262.46","8133.9552","7262.46",9,"2024-2025",12,284,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
285,18,"2024-05-23T00:00:00.000Z",197,10,"1","3355.93","3959.9973999999997","3355.93",9,"2024-2025",12,285,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
286,18,"2024-05-23T00:00:00.000Z",255,10,"1","1640.64","1935.9552","1640.64",9,"2024-2025",12,286,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
287,16,"2024-05-23T00:00:00.000Z",202,8,"1","550","577.5","550.00",9,"2024-2025",12,287,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
288,16,"2024-05-23T00:00:00.000Z",242,8,"1","4690.48","4925.004","4690.48",9,"2024-2025",12,288,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
289,17,"2024-05-23T00:00:00.000Z",301,9,"1","617.3","691.376","617.30",9,"2024-2025",12,289,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
290,17,"2024-05-24T00:00:00.000Z",283,9,"1","21348.21","23909.995199999998","21348.21",9,"2024-2025",12,290,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
291,18,"2024-05-24T00:00:00.000Z",283,10,"1","21469.43","25333.9274","21469.43",9,"2024-2025",12,291,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
292,17,"2024-05-24T00:00:00.000Z",244,9,"1","1663.61","1863.2432","1663.61",9,"2024-2025",12,292,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
293,18,"2024-05-24T00:00:00.000Z",244,10,"1","2101.95","2480.301","2101.95",9,"2024-2025",12,293,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
294,17,"2024-05-24T00:00:00.000Z",208,9,"1","1577.24","1766.5088","1577.24",9,"2024-2025",12,294,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
295,18,"2024-05-24T00:00:00.000Z",208,10,"1","12436.48","14675.0464","12436.48",9,"2024-2025",12,295,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
296,17,"2024-05-24T00:00:00.000Z",283,9,"1","7327.61","8206.9232","7327.61",9,"2024-2025",12,296,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
297,18,"2024-05-24T00:00:00.000Z",283,10,"1","1372.88","1619.9984000000002","1372.88",9,"2024-2025",12,297,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
298,17,"2024-05-24T00:00:00.000Z",267,9,"1","374.73","419.6976","374.73",9,"2024-2025",12,298,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
299,18,"2024-05-24T00:00:00.000Z",222,10,"1","1739.79","2052.9521999999997","1739.79",9,"2024-2025",12,299,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
300,19,"2024-05-24T00:00:00.000Z",223,11,"1","3720","3720","3720.00",9,"2024-2025",12,300,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
301,19,"2024-05-24T00:00:00.000Z",209,11,"1","3720","3720","3720.00",9,"2024-2025",12,301,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
302,18,"2024-05-24T00:00:00.000Z",202,10,"1","2666.18","3146.0924","2666.18",9,"2024-2025",12,302,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
303,18,"2024-05-24T00:00:00.000Z",225,10,"1","434.64","512.8752","434.64",9,"2024-2025",12,303,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
304,18,"2024-05-24T00:00:00.000Z",208,10,"1","1878.7","2216.866","1878.70",9,"2024-2025",12,304,2,"2025-03-01T08:22:14.180Z","2025-03-01T08:22:14.180Z"
